"SourceSubscriptionId","SourceSubscriptionName","SourceAppName","SourceResourceGroup","SourceAppServicePlan","SourceLocation","SourceSku","SourceKind","AppSettingsCount","ConnectionStringsCount","TargetSubscriptionId","TargetResourceGroup","TargetAppServicePlan","TargetLocation","TargetSku","NewAppName","Skip","ImportStatus","ImportMessage","ImportTimestamp"
"0530ec14-15ae-4e87-8198-6751a204beaa","AzureME-pj-10","WEB-Colors-migrated","rg-MigrationTest","asp-MigrationTest","Central US","P3v3","app,linux","0","System.Object[]","0530ec14-15ae-4e87-8198-6751a204beaa","","","Central US","P3v3","","No","Pending","",""
"0530ec14-15ae-4e87-8198-6751a204beaa","AzureME-pj-10","5swwu5dmlebrk-app-mig","rg-MigrationTest","asp-MigrationTest","Central US","P3v3","app,linux,container","5","System.Object[]","0530ec14-15ae-4e87-8198-6751a204beaa","","","Central US","P3v3","","No","Pending","",""
"0530ec14-15ae-4e87-8198-6751a204beaa","AzureME-pj-10","API-Colors-migrated","rg-MigrationTest","asp-MigrationTest","Central US","P3v3","app,linux","0","System.Object[]","0530ec14-15ae-4e87-8198-6751a204beaa","","","Central US","P3v3","","No","Pending","",""
"4af85dff-7368-4ef3-bab1-b9ceab3ed766","AzureME-pj-07","WEB-Colors","APIMDemo","asp-Colors","East US 2","P0v3","app,linux","0","System.Object[]","4af85dff-7368-4ef3-bab1-b9ceab3ed766","","","East US 2","P0v3","","No","Pending","",""
"4af85dff-7368-4ef3-bab1-b9ceab3ed766","AzureME-pj-07","API-Colors","APIMDemo","asp-Colors","East US 2","P0v3","app,linux","0","System.Object[]","4af85dff-7368-4ef3-bab1-b9ceab3ed766","","","East US 2","P0v3","","No","Pending","",""
"5149901c-7fac-4d1d-9230-0febc9165c87","AzureME-pj-01","5swwu5dmlebrk-app","techworkshop-l300-ai-agents","5swwu5dmlebrk-cosu-asp","Sweden Central","F1","app,linux,container","5","System.Object[]","5149901c-7fac-4d1d-9230-0febc9165c87","","","Sweden Central","F1","","No","Pending","",""
